,name,school,draft_pick,season,recs,recYDS,recTDS,rushAttempts,rushYards,rushTDS,YPG,TDPG,RPG,YPG_diff,RPG_diff,TDPG_diff,second_last_TDPG,second_last_RPG,second_last_YPG,age,nfl_games,nfl_recs,nfl_recYDS,nfl_recTDS,Yards_percentage,Receptions_Percentage,TD_Percentage,nfl_YPG,nfl_TDPG,nfl_RPG,conference_ACC,conference_Big 12,conference_Big Ten,conference_Other,conference_SEC
150,Marcus Green,La-Monroe,203.0,2018.0,50.0,855.0,8.0,20.0,193.0,1.0,71.25,0.6666666666666666,4.166666666666667,2.1666666666666714,-0.333333333333333,0.2499999999999999,0.4166666666666667,4.5,69.08333333333333,23,,,,,0.2878787878787879,0.0168350168350168,0.4761904761904762,,,,0,0,0,1,0
151,Kelvin Harmon,North Carolina St.,206.0,2018.0,81.0,1186.0,7.0,0.0,0.0,0.0,98.83333333333331,0.5833333333333334,6.75,20.602564102564106,1.4423076923076923,0.2756410256410256,0.3076923076923077,5.307692307692308,78.23076923076923,22,16.0,30.0,365.0,0.0,0.3155598126862494,0.021551724137931,0.3070175438596491,22.8125,0.0,1.875,0,0,0,1,0
152,Scott Miller,Bowling Green,208.0,2018.0,71.0,1148.0,9.0,4.0,16.0,0.0,104.36363636363636,0.8181818181818182,6.454545454545454,44.196969696969695,1.204545454545454,0.4848484848484849,0.3333333333333333,5.25,60.16666666666666,22,10.0,13.0,200.0,1.0,0.4372167422020794,0.0270404082720798,0.3557312252964427,20.0,0.1,1.3,0,0,0,1,0
153,John Ursua,Hawaii,236.0,2018.0,89.0,1343.0,16.0,2.0,4.0,1.0,103.3076923076923,1.2307692307692308,6.846153846153846,-7.858974358974365,-0.9871794871794872,0.3974358974358974,0.8333333333333334,7.833333333333333,111.16666666666669,25,3.0,1.0,11.0,0.0,0.3329284315426758,0.0220630159399092,0.3970223325062035,3.6666666666666665,0.0,0.3333333333333333,0,0,0,1,0
154,Terry Godwin,Georgia,237.0,2018.0,22.0,373.0,3.0,0.0,0.0,0.0,28.692307692307693,0.2307692307692307,1.6923076923076923,-13.907692307692308,-0.8410256410256409,-0.1692307692307692,0.4,2.533333333333333,42.6,22,3.0,3.0,32.0,0.0,0.1264535376478964,0.0074583855985354,0.0961538461538461,10.666666666666666,0.0,1.0,0,0,0,0,1
155,Dillon Mitchell,Oregon,239.0,2018.0,75.0,1184.0,10.0,1.0,5.0,0.0,91.07692307692308,0.7692307692307693,5.769230769230769,47.99358974358975,2.269230769230769,0.4358974358974359,0.3333333333333333,3.5,43.083333333333336,22,,,,,0.3675420624573167,0.0232818029428198,0.3496503496503496,,,,0,0,1,0,0
156,Olabisi Johnson,Colorado St.,247.0,2018.0,54.0,796.0,4.0,0.0,0.0,0.0,72.36363636363636,0.3636363636363636,4.909090909090909,22.780303030303024,1.4924242424242429,0.196969696969697,0.1666666666666666,3.4166666666666665,49.583333333333336,22,16.0,31.0,294.0,3.0,0.2373356391067116,0.0161006589343749,0.165289256198347,18.375,0.1875,1.9375,0,0,0,1,0
157,Henry Ruggs III,Alabama,12.0,2019.0,40.0,746.0,7.0,2.0,75.0,1.0,62.16666666666666,0.5833333333333334,3.333333333333333,12.766666666666666,0.2666666666666666,-0.1499999999999999,0.7333333333333333,3.066666666666667,49.4,21,13.0,26.0,452.0,2.0,0.1816676407558932,0.0097408922657315,0.1535087719298245,34.76923076923077,0.1538461538461538,2.0,0,0,0,0,1
158,Jerry Jeudy,Alabama,15.0,2019.0,77.0,1163.0,10.0,1.0,1.0,0.0,89.46153846153847,0.7692307692307693,5.923076923076923,1.7948717948717956,1.38974358974359,-0.164102564102564,0.9333333333333332,4.533333333333333,87.66666666666667,21,16.0,52.0,856.0,3.0,0.2614305624241335,0.0173088162567998,0.2024291497975708,53.5,0.1875,3.25,0,0,0,0,1
159,CeeDee Lamb,Oklahoma,17.0,2019.0,62.0,1327.0,14.0,9.0,20.0,1.0,102.07692307692308,1.0769230769230769,4.769230769230769,19.36263736263737,0.1263736263736259,0.2912087912087912,0.7857142857142857,4.642857142857143,82.71428571428571,21,16.0,74.0,935.0,5.0,0.3432310796130567,0.016036418188402,0.4142011834319526,58.4375,0.3125,4.625,0,0,0,0,1
160,Jalen Reagor,TCU,21.0,2019.0,43.0,611.0,5.0,14.0,89.0,0.0,50.91666666666666,0.4166666666666667,3.583333333333333,-30.69871794871795,-1.9551282051282048,-0.2756410256410256,0.6923076923076923,5.538461538461538,81.61538461538461,21,11.0,31.0,396.0,1.0,0.2499590901652757,0.0175912289314351,0.3205128205128205,36.0,0.0909090909090909,2.8181818181818183,0,1,0,0,0
161,Justin Jefferson,LSU,22.0,2019.0,111.0,1540.0,18.0,0.0,0.0,0.0,102.66666666666669,1.2,7.4,35.358974358974365,3.246153846153846,0.7384615384615384,0.4615384615384615,4.153846153846154,67.3076923076923,21,16.0,88.0,1400.0,7.0,0.2556440903054449,0.0184262948207171,0.2926829268292683,87.5,0.4375,5.5,0,0,0,0,1
162,Brandon Aiyuk,Arizona St.,25.0,2019.0,65.0,1192.0,8.0,1.0,6.0,0.0,99.33333333333331,0.6666666666666666,5.416666666666667,62.87179487179487,2.8782051282051286,0.4358974358974358,0.2307692307692307,2.5384615384615383,36.46153846153846,22,12.0,60.0,748.0,5.0,0.3992497320471596,0.0217711682743837,0.4166666666666666,62.333333333333336,0.4166666666666667,5.0,0,1,0,0,0
163,Tee Higgins,Clemson,33.0,2019.0,59.0,1167.0,13.0,1.0,36.0,1.0,77.8,0.8666666666666667,3.933333333333333,15.4,0.0,0.0666666666666666,0.8,3.933333333333333,62.4,21,16.0,67.0,908.0,6.0,0.269857787027402,0.0136431957451728,0.3209876543209876,56.75,0.375,4.1875,1,0,0,0,0
164,Michael Pittman Jr.,USC,34.0,2019.0,101.0,1275.0,11.0,0.0,0.0,0.0,98.07692307692308,0.8461538461538461,7.769230769230769,29.167832167832174,4.041958041958042,0.3006993006993007,0.5454545454545454,3.727272727272727,68.9090909090909,22,13.0,40.0,503.0,1.0,0.2920694552618317,0.0231364823383882,0.3133903133903133,38.69230769230769,0.0769230769230769,3.076923076923077,0,0,1,0,0
165,Laviska Shenault Jr.,Colorado,42.0,2019.0,56.0,764.0,4.0,23.0,161.0,2.0,69.45454545454545,0.3636363636363636,5.090909090909091,-42.87878787878788,-4.4646464646464645,-0.303030303030303,0.6666666666666666,9.555555555555555,112.33333333333331,21,14.0,58.0,600.0,5.0,0.2915807953591329,0.0213724143195175,0.2424242424242424,42.85714285714285,0.3571428571428571,4.142857142857143,0,1,0,0,0
166,KJ Hamler,Penn St.,46.0,2019.0,56.0,904.0,8.0,13.0,43.0,0.0,69.53846153846153,0.6153846153846154,4.307692307692308,11.538461538461531,1.0769230769230766,0.2307692307692307,0.3846153846153846,3.230769230769231,58.0,21,13.0,30.0,381.0,3.0,0.3142271194688727,0.0194653967812576,0.3238866396761134,29.307692307692307,0.2307692307692307,2.3076923076923075,0,0,0,1,0
167,Chase Claypool,Notre Dame,49.0,2019.0,66.0,1037.0,13.0,0.0,0.0,0.0,79.76923076923077,1.0,5.076923076923077,30.61538461538462,1.2307692307692304,0.6923076923076923,0.3076923076923077,3.8461538461538463,49.15384615384615,22,16.0,62.0,873.0,9.0,0.316293539925578,0.0201305435246751,0.3571428571428571,54.5625,0.5625,3.875,0,0,0,1,0
168,Van Jefferson,Florida,57.0,2019.0,49.0,657.0,6.0,1.0,7.0,0.0,50.53846153846154,0.4615384615384615,3.769230769230769,11.846153846153848,1.0769230769230766,0.0,0.4615384615384615,2.6923076923076925,38.69230769230769,24,16.0,19.0,220.0,1.0,0.1680135024549918,0.0125306873977086,0.1846153846153846,13.75,0.0625,1.1875,0,0,0,0,1
169,Denzel Mims,Baylor,59.0,2019.0,66.0,1020.0,12.0,0.0,0.0,0.0,72.85714285714286,0.8571428571428571,4.714285714285714,6.69047619047619,0.1309523809523813,0.1904761904761904,0.6666666666666666,4.583333333333333,66.16666666666667,22,9.0,23.0,357.0,0.0,0.2856022848182786,0.0184801478411827,0.5042016806722689,39.66666666666666,0.0,2.555555555555556,0,1,0,0,0
170,Lynn Bowden Jr.,,,,,,,,,,,,,,,,,,,22,10.0,28.0,211.0,0.0,,,,21.1,0.0,2.8,0,0,0,1,0
171,Bryan Edwards,South Carolina,81.0,2019.0,71.0,816.0,6.0,2.0,22.0,0.0,81.6,0.6,7.1,16.523076923076914,2.869230769230769,0.0615384615384615,0.5384615384615384,4.230769230769231,65.07692307692308,21,12.0,11.0,193.0,1.0,0.3670715249662618,0.0319388214125056,0.6,16.083333333333332,0.0833333333333333,0.9166666666666666,0,0,0,0,1
172,Devin Duvernay,Texas,92.0,2019.0,106.0,1386.0,9.0,10.0,24.0,1.0,106.6153846153846,0.6923076923076923,8.153846153846153,67.61538461538461,5.2252747252747245,0.4065934065934066,0.2857142857142857,2.9285714285714284,39.0,22,16.0,20.0,201.0,0.0,0.3685288095934483,0.0281847430136403,0.2769230769230769,12.5625,0.0,1.25,0,0,0,0,1
173,Gabriel Davis,Central Florida,128.0,2019.0,72.0,1241.0,12.0,0.0,0.0,0.0,103.41666666666669,1.0,6.0,35.5,1.583333333333333,0.4166666666666666,0.5833333333333334,4.416666666666667,67.91666666666667,21,16.0,35.0,599.0,7.0,0.3265445742553416,0.0189453741711398,0.3571428571428571,37.4375,0.4375,2.1875,0,0,0,1,0
174,Antonio Gandy-Golden,Liberty,142.0,2019.0,79.0,1396.0,10.0,0.0,0.0,0.0,107.3846153846154,0.7692307692307693,6.076923076923077,13.11188811188812,-0.3776223776223775,-0.1398601398601398,0.9090909090909092,6.454545454545454,94.27272727272728,22,6.0,1.0,3.0,0.0,0.3717016801128951,0.0210346939318901,0.3496503496503496,0.5,0.0,0.1666666666666666,0,0,0,1,0
175,Joe Reed,Virginia,151.0,2019.0,77.0,679.0,7.0,8.0,42.0,0.0,52.23076923076923,0.5384615384615384,5.923076923076923,16.461538461538467,4.0,0.0,0.5384615384615384,1.9230769230769231,35.76923076923077,22,,,,,0.1955476197333179,0.0221755032687267,0.3365384615384615,,,,1,0,0,0,0
176,Tyler Johnson,Minnesota,161.0,2019.0,72.0,1107.0,10.0,0.0,0.0,0.0,100.63636363636364,0.9090909090909092,6.545454545454546,10.71328671328672,0.5454545454545459,-0.013986013986014,0.9230769230769232,6.0,89.92307692307692,22,14.0,12.0,169.0,2.0,0.3973010802856835,0.0258407206689875,0.3787878787878788,12.071428571428571,0.1428571428571428,0.8571428571428571,0,0,1,0,0
177,Collin Johnson,Texas,165.0,2019.0,38.0,559.0,3.0,0.0,0.0,0.0,79.85714285714286,0.4285714285714285,5.428571428571429,4.087912087912088,0.197802197802198,-0.1098901098901098,0.5384615384615384,5.230769230769231,75.76923076923077,22,14.0,18.0,272.0,2.0,0.2760357513209224,0.0187645054565206,0.1714285714285714,19.428571428571427,0.1428571428571428,1.2857142857142858,0,0,0,0,1
178,Quintez Cephus,Wisconsin,166.0,2019.0,59.0,901.0,7.0,0.0,0.0,0.0,64.35714285714286,0.5,4.214285714285714,14.25714285714286,1.2142857142857144,-0.0999999999999999,0.6,3.0,50.1,22,13.0,20.0,349.0,2.0,0.3216249018347969,0.0210608981223673,0.3846153846153846,26.846153846153847,0.1538461538461538,1.5384615384615383,0,0,0,1,0
179,John Hightower,Boise St.,168.0,2019.0,51.0,943.0,8.0,16.0,154.0,0.0,67.35714285714286,0.5714285714285714,3.642857142857143,16.957142857142863,0.5428571428571427,-0.0285714285714285,0.6,3.1,50.4,24,13.0,10.0,167.0,0.0,0.2573830449260331,0.0139199737976963,0.2597402597402597,12.846153846153848,0.0,0.7692307692307693,0,0,0,1,0
180,Isaiah Coulter,Rhode Island,171.0,2019.0,51.0,943.0,8.0,16.0,154.0,0.0,67.35714285714286,0.5714285714285714,3.642857142857143,16.957142857142863,0.5428571428571427,-0.0285714285714285,0.6,3.1,50.4,21,1.0,0.0,0.0,0.0,0.2573830449260331,0.0139199737976963,0.2597402597402597,0.0,0.0,0.0,0,0,0,1,0
181,Darnell Mooney,Tulane,173.0,2019.0,48.0,713.0,5.0,0.0,0.0,0.0,54.84615384615385,0.3846153846153846,3.692307692307693,-21.53846153846154,0.0,-0.2307692307692307,0.6153846153846154,3.692307692307693,76.38461538461539,22,16.0,61.0,631.0,4.0,0.2661142835815325,0.0179151270854327,0.2564102564102564,39.4375,0.25,3.8125,0,0,0,1,0
182,K.J. Osborn,Miami (FL),176.0,2019.0,50.0,547.0,5.0,5.0,15.0,0.0,42.07692307692308,0.3846153846153846,3.8461538461538463,-21.637362637362635,0.0604395604395606,-0.1153846153846153,0.5,3.7857142857142856,63.71428571428572,23,9.0,0.0,0.0,0.0,0.1688480059266576,0.0154340041980491,0.1831501831501831,0.0,0.0,0.0,1,0,0,0,0
183,Donovan Peoples-Jones,Michigan,187.0,2019.0,34.0,438.0,6.0,2.0,-7.0,0.0,39.81818181818182,0.5454545454545454,3.090909090909091,-7.25874125874126,-0.5244755244755246,-0.06993006993007,0.6153846153846154,3.615384615384616,47.07692307692308,21,12.0,14.0,304.0,2.0,0.1587646802957807,0.0123241989270697,0.2870813397129186,25.33333333333333,0.1666666666666666,1.1666666666666667,0,0,1,0,0
184,Quez Watkins,Southern Miss,200.0,2019.0,64.0,1178.0,6.0,1.0,1.0,0.0,98.16666666666669,0.5,5.333333333333333,17.34848484848486,-1.2121212121212128,-0.3181818181818182,0.8181818181818182,6.545454545454546,80.81818181818181,22,6.0,7.0,106.0,1.0,0.3390903857225101,0.0184225676453655,0.3333333333333333,17.666666666666668,0.1666666666666666,1.1666666666666667,0,0,0,1,0
185,James Proche,SMU,201.0,2019.0,111.0,1225.0,15.0,4.0,18.0,0.0,94.23076923076924,1.1538461538461535,8.538461538461538,-5.685897435897445,0.7884615384615383,0.1538461538461537,1.0,7.75,99.91666666666669,23,14.0,1.0,14.0,0.0,0.3049539457306447,0.0276325616131441,0.4437869822485206,1.0,0.0,0.0714285714285714,1,0,0,0,0
186,Isaiah Hodgins,Oregon St.,207.0,2019.0,86.0,1171.0,13.0,0.0,0.0,0.0,97.58333333333331,1.0833333333333333,7.166666666666667,17.94696969696969,1.803030303030304,0.6287878787878787,0.4545454545454545,5.363636363636363,79.63636363636364,21,1.0,0.0,0.0,0.0,0.3825297269044818,0.0280935580817979,0.4333333333333333,0.0,0.0,0.0,0,0,0,1,0
187,Dezmon Patmon,Washington St.,212.0,2019.0,58.0,762.0,8.0,0.0,0.0,0.0,58.61538461538461,0.6153846153846154,4.461538461538462,-4.153846153846153,-0.2307692307692308,0.2307692307692307,0.3846153846153846,4.6923076923076925,62.76923076923077,22,1.0,0.0,0.0,0.0,0.1340699556619044,0.0102047997747906,0.1619433198380567,0.0,0.0,0.0,0,0,0,1,0
188,Freddie Swain,Florida,214.0,2019.0,38.0,517.0,7.0,4.0,27.0,0.0,43.083333333333336,0.5833333333333334,3.1666666666666665,18.99242424242425,1.8939393939393936,0.1287878787878788,0.4545454545454545,1.2727272727272727,24.09090909090909,22,16.0,13.0,159.0,2.0,0.1432291666666666,0.0105274822695035,0.2333333333333333,9.9375,0.125,0.8125,0,0,0,0,1
189,Jauan Jennings,Tennessee,217.0,2019.0,59.0,969.0,8.0,13.0,51.0,1.0,74.53846153846153,0.6153846153846154,4.538461538461538,38.03846153846153,2.0384615384615383,0.3653846153846154,0.25,2.5,36.5,23,16.0,24.0,282.0,5.0,0.3366687513028976,0.0204989229379473,0.4102564102564103,17.625,0.3125,1.5,0,0,0,0,1
190,K.J. Hill,Ohio St.,220.0,2019.0,57.0,636.0,10.0,1.0,1.0,0.0,45.42857142857143,0.7142857142857143,4.071428571428571,-17.785714285714285,-0.9285714285714288,0.2857142857142857,0.4285714285714285,5.0,63.21428571428572,22,15.0,7.0,73.0,0.0,0.1726665580713471,0.0154748330346962,0.2100840336134453,4.866666666666666,0.0,0.4666666666666667,0,0,0,1,0
191,Tyrie Cleveland,Florida,252.0,2019.0,25.0,351.0,1.0,0.0,0.0,0.0,27.0,0.0769230769230769,1.9230769230769231,9.333333333333332,0.4230769230769231,-0.173076923076923,0.25,1.5,17.666666666666668,22,10.0,6.0,63.0,0.0,0.0897606382978723,0.0063932078559738,0.0307692307692307,6.3,0.0,0.6,0,0,0,0,1
192,Ja'Marr Chase,LSU,5.0,2019.0,84.0,1780.0,20.0,1.0,5.0,0.0,127.14285714285714,1.4285714285714286,6.0,103.06593406593406,4.230769230769231,1.1978021978021978,0.2307692307692307,1.7692307692307692,24.07692307692308,21,17.0,81.0,1455.0,13.0,0.31659077973819,0.0149402390438247,0.3484320557491289,85.58823529411765,0.7647058823529411,4.764705882352941,0,0,0,0,1
193,Jaylen Waddle,Alabama,6.0,2020.0,28.0,591.0,4.0,3.0,12.0,0.0,98.5,0.6666666666666666,4.666666666666667,55.42307692307692,2.1282051282051286,0.205128205128205,0.4615384615384615,2.5384615384615383,43.07692307692308,22,16.0,104.0,1015.0,6.0,0.2749860413176996,0.0130281034803647,0.2083333333333333,63.4375,0.375,6.5,0,0,0,0,1
194,DeVonta Smith,Alabama,10.0,2020.0,117.0,1856.0,23.0,4.0,6.0,1.0,142.76923076923077,1.7692307692307692,9.0,46.15384615384616,3.769230769230769,0.6923076923076923,1.0769230769230769,5.230769230769231,96.6153846153846,22,17.0,64.0,916.0,5.0,0.3985740669157754,0.0251256281407035,0.5528846153846153,53.88235294117647,0.2941176470588235,3.764705882352941,0,0,0,0,1
195,Kadarius Toney,Florida,20.0,2020.0,70.0,984.0,10.0,19.0,161.0,1.0,89.45454545454545,0.9090909090909092,6.363636363636363,61.74025974025974,4.935064935064935,0.7662337662337662,0.1428571428571428,1.4285714285714286,27.714285714285715,22,10.0,39.0,420.0,0.0,0.23627719348797,0.0168083369351198,0.2392344497607655,42.0,0.0,3.9,0,0,0,0,1
196,Rashod Bateman,Minnesota,27.0,2020.0,36.0,472.0,2.0,0.0,0.0,0.0,94.4,0.4,7.2,0.6307692307692321,2.584615384615385,-0.4461538461538461,0.8461538461538461,4.615384615384615,93.76923076923076,21,12.0,46.0,515.0,1.0,0.4741336012054244,0.0361627322953289,0.4,42.91666666666666,0.0833333333333333,3.8333333333333335,0,0,1,0,0
197,Elijah Moore,Mississippi,34.0,2020.0,86.0,1193.0,8.0,14.0,64.0,0.0,149.125,1.0,10.75,78.29166666666667,5.166666666666667,0.5,0.5,5.583333333333333,70.83333333333333,21,11.0,43.0,538.0,5.0,0.432371701942592,0.0311684546245288,0.3333333333333333,48.90909090909091,0.4545454545454545,3.909090909090909,0,0,0,1,0
198,Rondale Moore,Purdue,49.0,2020.0,35.0,270.0,0.0,6.0,32.0,1.0,90.0,0.0,11.666666666666666,-6.75,4.416666666666666,-0.5,0.5,7.25,96.75,21,14.0,54.0,435.0,1.0,0.2912621359223301,0.0377562028047464,0.0,31.071428571428573,0.0714285714285714,3.857142857142857,0,0,1,0,0
199,D'Wayne Eskridge,Western Michigan,56.0,2020.0,34.0,784.0,8.0,1.0,27.0,0.0,130.66666666666666,1.3333333333333333,5.666666666666667,112.41666666666666,4.916666666666667,1.3333333333333333,0.0,0.75,18.25,24,10.0,10.0,64.0,1.0,0.4604181348367394,0.0199671129903688,0.4444444444444444,6.4,0.1,1.0,0,0,0,1,0
200,Tutu Atwell,Louisville,57.0,2020.0,46.0,625.0,7.0,2.0,-2.0,1.0,69.44444444444444,0.7777777777777778,5.111111111111111,-28.70940170940172,-0.2735042735042743,-0.1452991452991453,0.9230769230769232,5.384615384615385,98.15384615384616,21,8.0,0.0,0.0,0.0,0.2843752843752843,0.0209300209300209,0.4320987654320987,0.0,0.0,0.0,1,0,0,0,0
201,Terrace Marshall Jr.,LSU,59.0,2020.0,48.0,731.0,10.0,0.0,0.0,0.0,104.42857142857144,1.4285714285714286,6.857142857142857,48.511904761904766,3.023809523809524,0.3452380952380953,1.0833333333333333,3.8333333333333335,55.91666666666666,21,13.0,17.0,138.0,0.0,0.3344925414111834,0.0219639425276837,0.5952380952380952,10.615384615384617,0.0,1.3076923076923077,0,0,0,0,1
202,Josh Palmer,Tennessee,77.0,2020.0,33.0,475.0,4.0,0.0,0.0,0.0,47.5,0.4,3.3,12.346153846153848,0.6846153846153844,0.3230769230769231,0.0769230769230769,2.6153846153846154,35.15384615384615,21,17.0,33.0,353.0,4.0,0.2320468978993649,0.0161211529066927,0.2857142857142857,20.764705882352946,0.2352941176470588,1.9411764705882355,0,0,0,0,1
203,Dyami Brown,North Carolina,82.0,2020.0,55.0,1099.0,8.0,0.0,0.0,0.0,99.9090909090909,0.7272727272727273,5.0,20.370629370629374,1.076923076923077,-0.1958041958041958,0.9230769230769232,3.923076923076923,79.53846153846153,21,15.0,12.0,165.0,0.0,0.3314833805875611,0.0165892501658925,0.2797202797202797,11.0,0.0,0.8,1,0,0,0,0
204,Amari Rodgers,Clemson,85.0,2020.0,77.0,1020.0,7.0,0.0,0.0,0.0,85.0,0.5833333333333334,6.416666666666667,54.57142857142857,4.273809523809524,0.2976190476190476,0.2857142857142857,2.142857142857143,30.428571428571427,21,16.0,4.0,45.0,0.0,0.2439024390243902,0.0184122429459588,0.2243589743589743,2.8125,0.0,0.25,1,0,0,0,0
205,Nico Collins,Michigan,89.0,2019.0,37.0,729.0,7.0,0.0,0.0,0.0,60.75,0.5833333333333334,3.083333333333333,12.134615384615389,0.1602564102564105,0.1217948717948718,0.4615384615384615,2.923076923076923,48.61538461538461,22,14.0,33.0,446.0,1.0,0.2422248803827751,0.0122939925571504,0.3070175438596491,31.857142857142858,0.0714285714285714,2.357142857142857,0,0,1,0,0
206,Anthony Schwartz,Auburn,91.0,2020.0,54.0,636.0,3.0,4.0,-6.0,0.0,63.6,0.3,5.4,29.753846153846155,2.2461538461538466,0.223076923076923,0.0769230769230769,3.1538461538461537,33.84615384615385,21,14.0,10.0,135.0,1.0,0.2886972310485701,0.0245120290512936,0.2727272727272727,9.642857142857142,0.0714285714285714,0.7142857142857143,0,0,0,0,1
207,Dez Fitzpatrick,Louisville,109.0,2020.0,43.0,833.0,3.0,0.0,0.0,0.0,75.72727272727273,0.2727272727272727,3.909090909090909,26.881118881118887,1.2167832167832169,-0.1888111888111888,0.4615384615384615,2.6923076923076925,48.84615384615385,23,4.0,5.0,49.0,1.0,0.3101034919216738,0.0160077432804705,0.1515151515151515,12.25,0.25,1.25,1,0,0,0,0
208,Amon-Ra St. Brown,USC,112.0,2020.0,41.0,478.0,7.0,0.0,0.0,0.0,79.66666666666667,1.1666666666666667,6.833333333333333,-0.487179487179489,0.9102564102564096,0.7051282051282052,0.4615384615384615,5.923076923076923,80.15384615384616,21,17.0,90.0,912.0,5.0,0.2495041236037164,0.0214009813132894,0.4166666666666667,53.64705882352941,0.2941176470588235,5.294117647058823,0,0,1,0,0
209,Jaelon Darden,North Texas,129.0,2020.0,74.0,1190.0,19.0,1.0,-3.0,0.0,132.22222222222223,2.111111111111111,8.222222222222221,70.88888888888889,1.8888888888888884,1.1111111111111112,1.0,6.333333333333333,61.333333333333336,22,9.0,6.0,43.0,0.0,0.4672163329407146,0.0290537887711032,0.7539682539682541,4.777777777777778,0.0,0.6666666666666666,0,0,0,1,0
210,Tylan Wallace,Oklahoma St.,131.0,2020.0,59.0,922.0,6.0,1.0,7.0,0.0,92.2,0.6,5.9,-8.133333333333326,0.011111111111111,-0.2888888888888888,0.8888888888888888,5.888888888888889,100.33333333333331,22,17.0,2.0,23.0,0.0,0.3849686847599165,0.024634655532359,0.3749999999999999,1.3529411764705883,0.0,0.1176470588235294,0,1,0,0,0
211,Jacob Harris,Central Florida,141.0,2020.0,30.0,539.0,8.0,0.0,0.0,0.0,53.9,0.8,3.0,19.43846153846154,1.5384615384615383,0.7230769230769232,0.0769230769230769,1.4615384615384617,34.46153846153846,24,9.0,0.0,0.0,0.0,0.1508114157806379,0.0083939563514269,0.25,0.0,0.0,0.0,0,0,0,1,0
212,Ihmir Smith-Marsette,Iowa,157.0,2020.0,25.0,345.0,3.0,7.0,54.0,1.0,49.285714285714285,0.4285714285714285,3.571428571428572,-6.252747252747255,0.186813186813187,0.0439560439560439,0.3846153846153846,3.3846153846153846,55.53846153846154,22,8.0,5.0,116.0,2.0,0.2494216310005783,0.0180740312319259,0.3896103896103895,14.5,0.25,0.625,0,0,1,0,0
213,Simi Fehoko,Stanford,179.0,2020.0,37.0,574.0,3.0,1.0,-1.0,0.0,95.66666666666669,0.5,6.166666666666667,48.50000000000001,4.166666666666667,0.0,0.5,2.0,47.16666666666666,23,5.0,0.0,0.0,0.0,0.3329852651119619,0.0214642069845689,0.4166666666666667,0.0,0.0,0.0,1,0,0,0,0
214,Cornell Powell,Clemson,181.0,2020.0,53.0,882.0,7.0,0.0,0.0,0.0,73.5,0.5833333333333334,4.416666666666667,65.36666666666667,3.416666666666667,0.45,0.1333333333333333,1.0,8.133333333333333,23,,,,,0.2109038737446198,0.0126733620277379,0.2243589743589743,,,,1,0,0,0,0
215,Frank Darby,Arizona St.,187.0,2020.0,6.0,46.0,1.0,0.0,0.0,0.0,11.5,0.25,1.5,-35.88461538461539,-0.8846153846153846,-0.3653846153846154,0.6153846153846154,2.3846153846153846,47.38461538461539,23,10.0,1.0,14.0,0.0,0.0591868244981986,0.0077200205867215,0.1923076923076923,1.4,0.0,0.1,0,1,0,0,0
216,Marquez Stevenson,Houston,203.0,2020.0,20.0,307.0,4.0,3.0,16.0,0.0,61.4,0.8,4.0,-14.18333333333333,-0.333333333333333,0.05,0.75,4.333333333333333,75.58333333333333,23,,,,,0.2310007524454476,0.0150489089541008,0.4210526315789474,,,,0,1,0,0,0
217,Shi Smith,South Carolina,204.0,2020.0,57.0,633.0,4.0,6.0,6.0,0.0,70.33333333333333,0.4444444444444444,6.333333333333333,21.43333333333333,2.033333333333333,0.2444444444444444,0.2,4.3,48.9,22,6.0,6.0,104.0,0.0,0.3757122507122507,0.0338319088319088,0.5555555555555555,17.333333333333332,0.0,1.0,0,0,0,0,1
218,Racey McMath,LSU,205.0,2020.0,14.0,195.0,1.0,0.0,0.0,0.0,32.5,0.1666666666666666,2.333333333333333,12.142857142857142,1.1190476190476193,-0.0476190476190476,0.2142857142857142,1.2142857142857142,20.357142857142858,22,9.0,2.0,8.0,0.0,0.1040999359385009,0.007473841554559,0.0694444444444444,0.8888888888888888,0.0,0.2222222222222222,0,0,0,0,1
219,Jalen Camp,Georgia Tech,209.0,2020.0,29.0,439.0,4.0,0.0,0.0,0.0,43.9,0.4,2.9,21.566666666666663,1.7333333333333332,0.2333333333333333,0.1666666666666666,1.1666666666666667,22.33333333333333,23,3.0,0.0,0.0,0.0,0.220492214967353,0.0145655449522852,0.2857142857142857,0.0,0.0,0.0,1,0,0,0,0
220,Seth Williams,Auburn,219.0,2020.0,47.0,760.0,4.0,0.0,0.0,0.0,69.0909090909091,0.3636363636363636,4.2727272727272725,-0.0757575757575779,-0.6439393939393945,-0.303030303030303,0.6666666666666666,4.916666666666667,69.16666666666667,21,2.0,1.0,34.0,0.0,0.3136219205216027,0.0193950398217306,0.3305785123966941,17.0,0.0,0.5,0,0,0,0,1
221,Dazz Newsome,North Carolina,221.0,2020.0,54.0,684.0,6.0,2.0,21.0,1.0,57.0,0.5,4.5,-27.83333333333333,-1.5,-0.3333333333333333,0.8333333333333334,6.0,84.83333333333333,22,3.0,2.0,23.0,0.0,0.1891174518911745,0.0149303251493032,0.1923076923076923,7.666666666666667,0.0,0.6666666666666666,1,0,0,0,0
